order,lon,lat,latlon,notes,location,spininital,spinfinish,runs
385,-82.25,36.75,lat36.75lon-82.25,1.0-degree,,,,
386,-81.25,36.75,lat36.75lon-81.25,1.0-degree,,,,
387,-79.25,36.75,lat36.75lon-79.25,1.0-degree,,,,
388,-78.25,36.75,lat36.75lon-78.25,1.0-degree,,,,
389,-76.25,36.75,lat36.75lon-76.25,1.0-degree,,,,
390,-99.25,37.75,lat37.75lon-99.25,1.0-degree,,,,
391,-98.25,37.75,lat37.75lon-98.25,1.0-degree,,,,
392,-96.25,37.75,lat37.75lon-96.25,1.0-degree,,,,
393,-95.25,37.75,lat37.75lon-95.25,1.0-degree,,,,
394,-94.25,37.75,lat37.75lon-94.25,1.0-degree,,,,
395,-93.25,37.75,lat37.75lon-93.25,1.0-degree,,,,
396,-91.25,37.75,lat37.75lon-91.25,1.0-degree,,,,
397,-90.25,37.75,lat37.75lon-90.25,1.0-degree,,,,
398,-89.25,37.75,lat37.75lon-89.25,1.0-degree,,,,
399,-88.25,37.75,lat37.75lon-88.25,1.0-degree,,,,
400,-86.25,37.75,lat37.75lon-86.25,1.0-degree,,,,
401,-85.25,37.75,lat37.75lon-85.25,1.0-degree,,,,
402,-84.25,37.75,lat37.75lon-84.25,1.0-degree,,,,
403,-83.25,37.75,lat37.75lon-83.25,1.0-degree,,,,
404,-81.25,37.75,lat37.75lon-81.25,1.0-degree,,,,
405,-80.25,37.75,lat37.75lon-80.25,1.0-degree,,,,
406,-79.25,37.75,lat37.75lon-79.25,1.0-degree,,,,
407,-78.25,37.75,lat37.75lon-78.25,1.0-degree,,,,
408,-98.25,38.75,lat38.75lon-98.25,1.0-degree,,,,
409,-97.25,38.75,lat38.75lon-97.25,1.0-degree,,,,
410,-95.25,38.75,lat38.75lon-95.25,1.0-degree,,,,
411,-92.25,38.75,lat38.75lon-92.25,1.0-degree,,,,
412,-89.25,38.75,lat38.75lon-89.25,1.0-degree,,,,
413,-87.25,38.75,lat38.75lon-87.25,1.0-degree,,,,
414,-86.25,38.75,lat38.75lon-86.25,1.0-degree,,,,
415,-83.25,38.75,lat38.75lon-83.25,1.0-degree,,,,
416,-82.25,38.75,lat38.75lon-82.25,1.0-degree,,,,
417,-80.25,38.75,lat38.75lon-80.25,1.0-degree,,,,
418,-77.25,38.75,lat38.75lon-77.25,1.0-degree,,,,
419,-99.25,39.75,lat39.75lon-99.25,1.0-degree,,,,
420,-97.25,39.75,lat39.75lon-97.25,1.0-degree,,,,
421,-96.25,39.75,lat39.75lon-96.25,1.0-degree,,,,
422,-94.25,39.75,lat39.75lon-94.25,1.0-degree,,,,
423,-93.25,39.75,lat39.75lon-93.25,1.0-degree,,,,
424,-91.25,39.75,lat39.75lon-91.25,1.0-degree,,,,
425,-90.25,39.75,lat39.75lon-90.25,1.0-degree,,,,
426,-88.25,39.75,lat39.75lon-88.25,1.0-degree,,,,
427,-87.25,39.75,lat39.75lon-87.25,1.0-degree,,,,
428,-85.25,39.75,lat39.75lon-85.25,1.0-degree,,,,
429,-84.25,39.75,lat39.75lon-84.25,1.0-degree,,,,
430,-82.25,39.75,lat39.75lon-82.25,1.0-degree,,,,
431,-81.25,39.75,lat39.75lon-81.25,1.0-degree,,,,
432,-79.25,39.75,lat39.75lon-79.25,1.0-degree,,,,
433,-78.25,39.75,lat39.75lon-78.25,1.0-degree,,,,
434,-76.25,39.75,lat39.75lon-76.25,1.0-degree,,,,
435,-75.25,39.75,lat39.75lon-75.25,1.0-degree,,,,
436,-98.25,40.75,lat40.75lon-98.25,1.0-degree,,,,
437,-97.25,40.75,lat40.75lon-97.25,1.0-degree,,,,
438,-95.25,40.75,lat40.75lon-95.25,1.0-degree,,,,
439,-92.25,40.75,lat40.75lon-92.25,1.0-degree,,,,
440,-89.25,40.75,lat40.75lon-89.25,1.0-degree,,,,
441,-87.25,40.75,lat40.75lon-87.25,1.0-degree,,,,
442,-86.25,40.75,lat40.75lon-86.25,1.0-degree,,,,
443,-83.25,40.75,lat40.75lon-83.25,1.0-degree,,,,
444,-82.25,40.75,lat40.75lon-82.25,1.0-degree,,,,
445,-80.25,40.75,lat40.75lon-80.25,1.0-degree,,,,
446,-77.25,40.75,lat40.75lon-77.25,1.0-degree,,,,
447,-74.25,40.75,lat40.75lon-74.25,1.0-degree,,,,
448,-98.25,41.75,lat41.75lon-98.25,1.0-degree,,,,
449,-97.25,41.75,lat41.75lon-97.25,1.0-degree,,,,
450,-95.25,41.75,lat41.75lon-95.25,1.0-degree,,,,
451,-92.25,41.75,lat41.75lon-92.25,1.0-degree,,,,
452,-89.25,41.75,lat41.75lon-89.25,1.0-degree,,,,
453,-86.25,41.75,lat41.75lon-86.25,1.0-degree,,,,
454,-83.25,41.75,lat41.75lon-83.25,1.0-degree,,,,
455,-80.25,41.75,lat41.75lon-80.25,1.0-degree,,,,
456,-77.25,41.75,lat41.75lon-77.25,1.0-degree,,,,
457,-74.25,41.75,lat41.75lon-74.25,1.0-degree,,,,
458,-72.25,41.75,lat41.75lon-72.25,1.0-degree,,,,
459,-99.25,42.75,lat42.75lon-99.25,1.0-degree,,,,
460,-96.25,42.75,lat42.75lon-96.25,1.0-degree,,,,
461,-94.25,42.75,lat42.75lon-94.25,1.0-degree,,,,
462,-93.25,42.75,lat42.75lon-93.25,1.0-degree,,,,
463,-91.25,42.75,lat42.75lon-91.25,1.0-degree,,,,
464,-90.25,42.75,lat42.75lon-90.25,1.0-degree,,,,
465,-88.25,42.75,lat42.75lon-88.25,1.0-degree,,,,
466,-85.25,42.75,lat42.75lon-85.25,1.0-degree,,,,
467,-84.25,42.75,lat42.75lon-84.25,1.0-degree,,,,
468,-79.25,42.75,lat42.75lon-79.25,1.0-degree,,,,
469,-78.25,42.75,lat42.75lon-78.25,1.0-degree,,,,
470,-76.25,42.75,lat42.75lon-76.25,1.0-degree,,,,
471,-75.25,42.75,lat42.75lon-75.25,1.0-degree,,,,
472,-73.25,42.75,lat42.75lon-73.25,1.0-degree,,,,
473,-98.25,43.75,lat43.75lon-98.25,1.0-degree,,,,
474,-97.25,43.75,lat43.75lon-97.25,1.0-degree,,,,
475,-95.25,43.75,lat43.75lon-95.25,1.0-degree,,,,
476,-92.25,43.75,lat43.75lon-92.25,1.0-degree,,,,
477,-89.25,43.75,lat43.75lon-89.25,1.0-degree,,,,
478,-86.25,43.75,lat43.75lon-86.25,1.0-degree,,,,
479,-83.25,43.75,lat43.75lon-83.25,1.0-degree,,,,
480,-80.25,43.75,lat43.75lon-80.25,1.0-degree,,,,
481,-74.25,43.75,lat43.75lon-74.25,1.0-degree,,,,
482,-72.25,43.75,lat43.75lon-72.25,1.0-degree,,,,
483,-71.25,43.75,lat43.75lon-71.25,1.0-degree,,,,
484,-98.25,44.75,lat44.75lon-98.25,1.0-degree,,,,
485,-97.25,44.75,lat44.75lon-97.25,1.0-degree,,,,
486,-95.25,44.75,lat44.75lon-95.25,1.0-degree,,,,
487,-92.25,44.75,lat44.75lon-92.25,1.0-degree,,,,
488,-89.25,44.75,lat44.75lon-89.25,1.0-degree,,,,
489,-77.25,44.75,lat44.75lon-77.25,1.0-degree,,,,
490,-74.25,44.75,lat44.75lon-74.25,1.0-degree,,,,
491,-72.25,44.75,lat44.75lon-72.25,1.0-degree,,,,
492,-71.25,44.75,lat44.75lon-71.25,1.0-degree,,,,
493,-68.25,44.75,lat44.75lon-68.25,1.0-degree,,,,
494,-65.25,44.75,lat44.75lon-65.25,1.0-degree,,,,
495,-99.25,45.75,lat45.75lon-99.25,1.0-degree,,,,
496,-97.25,45.75,lat45.75lon-97.25,1.0-degree,,,,
497,-96.25,45.75,lat45.75lon-96.25,1.0-degree,,,,
498,-94.25,45.75,lat45.75lon-94.25,1.0-degree,,,,
499,-93.25,45.75,lat45.75lon-93.25,1.0-degree,,,,
500,-91.25,45.75,lat45.75lon-91.25,1.0-degree,,,,
501,-90.25,45.75,lat45.75lon-90.25,1.0-degree,,,,
502,-88.25,45.75,lat45.75lon-88.25,1.0-degree,,,,
503,-79.25,45.75,lat45.75lon-79.25,1.0-degree,,,,
504,-78.25,45.75,lat45.75lon-78.25,1.0-degree,,,,
505,-76.25,45.75,lat45.75lon-76.25,1.0-degree,,,,
506,-75.25,45.75,lat45.75lon-75.25,1.0-degree,,,,
507,-73.25,45.75,lat45.75lon-73.25,1.0-degree,,,,
508,-72.25,45.75,lat45.75lon-72.25,1.0-degree,,,,
509,-70.25,45.75,lat45.75lon-70.25,1.0-degree,,,,
510,-69.25,45.75,lat45.75lon-69.25,1.0-degree,,,,
511,-67.25,45.75,lat45.75lon-67.25,1.0-degree,,,,
512,-66.25,45.75,lat45.75lon-66.25,1.0-degree,,,,
513,-64.25,45.75,lat45.75lon-64.25,1.0-degree,,,,
514,-63.25,45.75,lat45.75lon-63.25,1.0-degree,,,,
515,-98.25,46.75,lat46.75lon-98.25,1.0-degree,,,,
516,-97.25,46.75,lat46.75lon-97.25,1.0-degree,,,,
517,-95.25,46.75,lat46.75lon-95.25,1.0-degree,,,,
518,-92.25,46.75,lat46.75lon-92.25,1.0-degree,,,,
519,-89.25,46.75,lat46.75lon-89.25,1.0-degree,,,,
520,-83.25,46.75,lat46.75lon-83.25,1.0-degree,,,,
521,-82.25,46.75,lat46.75lon-82.25,1.0-degree,,,,
522,-80.25,46.75,lat46.75lon-80.25,1.0-degree,,,,
523,-77.25,46.75,lat46.75lon-77.25,1.0-degree,,,,
524,-74.25,46.75,lat46.75lon-74.25,1.0-degree,,,,
525,-72.25,46.75,lat46.75lon-72.25,1.0-degree,,,,
526,-71.25,46.75,lat46.75lon-71.25,1.0-degree,,,,
527,-68.25,46.75,lat46.75lon-68.25,1.0-degree,,,,
528,-67.25,46.75,lat46.75lon-67.25,1.0-degree,,,,
529,-65.25,46.75,lat46.75lon-65.25,1.0-degree,,,,
530,-99.25,47.75,lat47.75lon-99.25,1.0-degree,,,,
531,-98.25,47.75,lat47.75lon-98.25,1.0-degree,,,,
532,-96.25,47.75,lat47.75lon-96.25,1.0-degree,,,,
533,-95.25,47.75,lat47.75lon-95.25,1.0-degree,,,,
534,-94.25,47.75,lat47.75lon-94.25,1.0-degree,,,,
535,-93.25,47.75,lat47.75lon-93.25,1.0-degree,,,,
536,-91.25,47.75,lat47.75lon-91.25,1.0-degree,,,,
537,-84.25,47.75,lat47.75lon-84.25,1.0-degree,,,,
538,-83.25,47.75,lat47.75lon-83.25,1.0-degree,,,,
539,-81.25,47.75,lat47.75lon-81.25,1.0-degree,,,,
540,-80.25,47.75,lat47.75lon-80.25,1.0-degree,,,,
541,-79.25,47.75,lat47.75lon-79.25,1.0-degree,,,,
542,-78.25,47.75,lat47.75lon-78.25,1.0-degree,,,,
543,-76.25,47.75,lat47.75lon-76.25,1.0-degree,,,,
544,-75.25,47.75,lat47.75lon-75.25,1.0-degree,,,,
545,-74.25,47.75,lat47.75lon-74.25,1.0-degree,,,,
546,-73.25,47.75,lat47.75lon-73.25,1.0-degree,,,,
547,-71.25,47.75,lat47.75lon-71.25,1.0-degree,,,,
548,-70.25,47.75,lat47.75lon-70.25,1.0-degree,,,,
549,-69.25,47.75,lat47.75lon-69.25,1.0-degree,,,,
550,-68.25,47.75,lat47.75lon-68.25,1.0-degree,,,,
551,-66.25,47.75,lat47.75lon-66.25,1.0-degree,,,,
552,-65.25,47.75,lat47.75lon-65.25,1.0-degree,,,,
553,-99.25,48.75,lat48.75lon-99.25,1.0-degree,,,,
554,-97.25,48.75,lat48.75lon-97.25,1.0-degree,,,,
555,-96.25,48.75,lat48.75lon-96.25,1.0-degree,,,,
556,-94.25,48.75,lat48.75lon-94.25,1.0-degree,,,,
557,-93.25,48.75,lat48.75lon-93.25,1.0-degree,,,,
558,-91.25,48.75,lat48.75lon-91.25,1.0-degree,,,,
559,-90.25,48.75,lat48.75lon-90.25,1.0-degree,,,,
560,-85.25,48.75,lat48.75lon-85.25,1.0-degree,,,,
561,-84.25,48.75,lat48.75lon-84.25,1.0-degree,,,,
562,-82.25,48.75,lat48.75lon-82.25,1.0-degree,,,,
563,-81.25,48.75,lat48.75lon-81.25,1.0-degree,,,,
564,-79.25,48.75,lat48.75lon-79.25,1.0-degree,,,,
565,-78.25,48.75,lat48.75lon-78.25,1.0-degree,,,,
566,-76.25,48.75,lat48.75lon-76.25,1.0-degree,,,,
567,-75.25,48.75,lat48.75lon-75.25,1.0-degree,,,,
568,-73.25,48.75,lat48.75lon-73.25,1.0-degree,,,,
569,-72.25,48.75,lat48.75lon-72.25,1.0-degree,,,,
570,-70.25,48.75,lat48.75lon-70.25,1.0-degree,,,,
571,-67.25,48.75,lat48.75lon-67.25,1.0-degree,,,,
572,-66.25,48.75,lat48.75lon-66.25,1.0-degree,,,,
573,-98.25,49.75,lat49.75lon-98.25,1.0-degree,,,,
574,-97.25,49.75,lat49.75lon-97.25,1.0-degree,,,,
575,-95.25,49.75,lat49.75lon-95.25,1.0-degree,,,,
576,-92.25,49.75,lat49.75lon-92.25,1.0-degree,,,,
577,-89.25,49.75,lat49.75lon-89.25,1.0-degree,,,,
578,-87.25,49.75,lat49.75lon-87.25,1.0-degree,,,,
579,-86.25,49.75,lat49.75lon-86.25,1.0-degree,,,,
580,-83.25,49.75,lat49.75lon-83.25,1.0-degree,,,,
581,-82.25,49.75,lat49.75lon-82.25,1.0-degree,,,,
582,-80.25,49.75,lat49.75lon-80.25,1.0-degree,,,,
583,-77.25,49.75,lat49.75lon-77.25,1.0-degree,,,,
584,-74.25,49.75,lat49.75lon-74.25,1.0-degree,,,,
585,-72.25,49.75,lat49.75lon-72.25,1.0-degree,,,,
586,-71.25,49.75,lat49.75lon-71.25,1.0-degree,,,,
587,-68.25,49.75,lat49.75lon-68.25,1.0-degree,,,,
588,-98.75,36.25,lat36.25lon-98.75,0.5-degree,,,,
589,-97.75,36.25,lat36.25lon-97.75,0.5-degree,,,,
590,-95.75,36.25,lat36.25lon-95.75,0.5-degree,,,,
591,-92.75,36.25,lat36.25lon-92.75,0.5-degree,,,,
592,-91.75,36.25,lat36.25lon-91.75,0.5-degree,,,,
593,-88.75,36.25,lat36.25lon-88.75,0.5-degree,,,,
594,-86.75,36.25,lat36.25lon-86.75,0.5-degree,,,,
595,-85.75,36.25,lat36.25lon-85.75,0.5-degree,,,,
596,-83.75,36.25,lat36.25lon-83.75,0.5-degree,,,,
597,-82.75,36.25,lat36.25lon-82.75,0.5-degree,,,,
598,-80.75,36.25,lat36.25lon-80.75,0.5-degree,,,,
599,-77.75,36.25,lat36.25lon-77.75,0.5-degree,,,,
600,-76.75,36.25,lat36.25lon-76.75,0.5-degree,,,,
601,-98.75,37.25,lat37.25lon-98.75,0.5-degree,,,,
602,-97.75,37.25,lat37.25lon-97.75,0.5-degree,,,,
603,-95.75,37.25,lat37.25lon-95.75,0.5-degree,,,,
604,-92.75,37.25,lat37.25lon-92.75,0.5-degree,,,,
605,-91.75,37.25,lat37.25lon-91.75,0.5-degree,,,,
606,-88.75,37.25,lat37.25lon-88.75,0.5-degree,,,,
607,-86.75,37.25,lat37.25lon-86.75,0.5-degree,,,,
608,-85.75,37.25,lat37.25lon-85.75,0.5-degree,,,,
609,-83.75,37.25,lat37.25lon-83.75,0.5-degree,,,,
610,-82.75,37.25,lat37.25lon-82.75,0.5-degree,,,,
611,-80.75,37.25,lat37.25lon-80.75,0.5-degree,,,,
612,-77.75,37.25,lat37.25lon-77.75,0.5-degree,,,,
613,-76.75,37.25,lat37.25lon-76.75,0.5-degree,,,,
614,-98.75,39.25,lat39.25lon-98.75,0.5-degree,,,,
615,-97.75,39.25,lat39.25lon-97.75,0.5-degree,,,,
616,-95.75,39.25,lat39.25lon-95.75,0.5-degree,,,,
617,-92.75,39.25,lat39.25lon-92.75,0.5-degree,,,,
618,-91.75,39.25,lat39.25lon-91.75,0.5-degree,,,,
619,-88.75,39.25,lat39.25lon-88.75,0.5-degree,,,,
620,-86.75,39.25,lat39.25lon-86.75,0.5-degree,,,,
621,-85.75,39.25,lat39.25lon-85.75,0.5-degree,,,,
622,-83.75,39.25,lat39.25lon-83.75,0.5-degree,,,,
623,-82.75,39.25,lat39.25lon-82.75,0.5-degree,,,,
624,-80.75,39.25,lat39.25lon-80.75,0.5-degree,,,,
625,-77.75,39.25,lat39.25lon-77.75,0.5-degree,,,,
626,-76.75,39.25,lat39.25lon-76.75,0.5-degree,,,,
627,-98.75,42.25,lat42.25lon-98.75,0.5-degree,,,,
628,-97.75,42.25,lat42.25lon-97.75,0.5-degree,,,,
629,-95.75,42.25,lat42.25lon-95.75,0.5-degree,,,,
630,-92.75,42.25,lat42.25lon-92.75,0.5-degree,,,,
631,-91.75,42.25,lat42.25lon-91.75,0.5-degree,,,,
632,-88.75,42.25,lat42.25lon-88.75,0.5-degree,,,,
633,-85.75,42.25,lat42.25lon-85.75,0.5-degree,,,,
634,-83.75,42.25,lat42.25lon-83.75,0.5-degree,,,,
635,-77.75,42.25,lat42.25lon-77.75,0.5-degree,,,,
636,-76.75,42.25,lat42.25lon-76.75,0.5-degree,,,,
637,-73.75,42.25,lat42.25lon-73.75,0.5-degree,,,,
638,-71.75,42.25,lat42.25lon-71.75,0.5-degree,,,,
639,-70.75,42.25,lat42.25lon-70.75,0.5-degree,,,,
640,-98.75,43.25,lat43.25lon-98.75,0.5-degree,,,,
641,-97.75,43.25,lat43.25lon-97.75,0.5-degree,,,,
642,-95.75,43.25,lat43.25lon-95.75,0.5-degree,,,,
643,-92.75,43.25,lat43.25lon-92.75,0.5-degree,,,,
644,-91.75,43.25,lat43.25lon-91.75,0.5-degree,,,,
645,-88.75,43.25,lat43.25lon-88.75,0.5-degree,,,,
646,-85.75,43.25,lat43.25lon-85.75,0.5-degree,,,,
647,-83.75,43.25,lat43.25lon-83.75,0.5-degree,,,,
648,-82.75,43.25,lat43.25lon-82.75,0.5-degree,,,,
649,-80.75,43.25,lat43.25lon-80.75,0.5-degree,,,,
650,-77.75,43.25,lat43.25lon-77.75,0.5-degree,,,,
651,-76.75,43.25,lat43.25lon-76.75,0.5-degree,,,,
652,-73.75,43.25,lat43.25lon-73.75,0.5-degree,,,,
653,-71.75,43.25,lat43.25lon-71.75,0.5-degree,,,,
654,-70.75,43.25,lat43.25lon-70.75,0.5-degree,,,,
655,-98.75,46.25,lat46.25lon-98.75,0.5-degree,,,,
656,-97.75,46.25,lat46.25lon-97.75,0.5-degree,,,,
657,-95.75,46.25,lat46.25lon-95.75,0.5-degree,,,,
658,-92.75,46.25,lat46.25lon-92.75,0.5-degree,,,,
659,-91.75,46.25,lat46.25lon-91.75,0.5-degree,,,,
660,-88.75,46.25,lat46.25lon-88.75,0.5-degree,,,,
661,-86.75,46.25,lat46.25lon-86.75,0.5-degree,,,,
662,-77.75,46.25,lat46.25lon-77.75,0.5-degree,,,,
663,-76.75,46.25,lat46.25lon-76.75,0.5-degree,,,,
664,-73.75,46.25,lat46.25lon-73.75,0.5-degree,,,,
665,-71.75,46.25,lat46.25lon-71.75,0.5-degree,,,,
666,-70.75,46.25,lat46.25lon-70.75,0.5-degree,,,,
667,-68.75,46.25,lat46.25lon-68.75,0.5-degree,,,,
668,-67.75,46.25,lat46.25lon-67.75,0.5-degree,,,,
669,-65.75,46.25,lat46.25lon-65.75,0.5-degree,,,,
670,-62.75,46.25,lat46.25lon-62.75,0.5-degree,,,,
671,-61.25,46.25,lat46.25lon-61.25,0.5-degree,,,,
672,-60.75,46.25,lat46.25lon-60.75,0.5-degree,,,,
673,-60.25,46.25,lat46.25lon-60.25,0.5-degree,,,,
674,-98.75,48.25,lat48.25lon-98.75,0.5-degree,,,,
675,-97.75,48.25,lat48.25lon-97.75,0.5-degree,,,,
676,-95.75,48.25,lat48.25lon-95.75,0.5-degree,,,,
677,-92.75,48.25,lat48.25lon-92.75,0.5-degree,,,,
678,-91.75,48.25,lat48.25lon-91.75,0.5-degree,,,,
679,-83.75,48.25,lat48.25lon-83.75,0.5-degree,,,,
680,-82.75,48.25,lat48.25lon-82.75,0.5-degree,,,,
681,-80.75,48.25,lat48.25lon-80.75,0.5-degree,,,,
682,-77.75,48.25,lat48.25lon-77.75,0.5-degree,,,,
683,-76.75,48.25,lat48.25lon-76.75,0.5-degree,,,,
684,-73.75,48.25,lat48.25lon-73.75,0.5-degree,,,,
685,-71.75,48.25,lat48.25lon-71.75,0.5-degree,,,,
686,-70.75,48.25,lat48.25lon-70.75,0.5-degree,,,,
687,-68.75,48.25,lat48.25lon-68.75,0.5-degree,,,,
688,-67.75,48.25,lat48.25lon-67.75,0.5-degree,,,,
689,-65.75,48.25,lat48.25lon-65.75,0.5-degree,,,,
690,-98.75,49.25,lat49.25lon-98.75,0.5-degree,,,,
691,-97.75,49.25,lat49.25lon-97.75,0.5-degree,,,,
692,-95.75,49.25,lat49.25lon-95.75,0.5-degree,,,,
693,-92.75,49.25,lat49.25lon-92.75,0.5-degree,,,,
694,-91.75,49.25,lat49.25lon-91.75,0.5-degree,,,,
695,-88.75,49.25,lat49.25lon-88.75,0.5-degree,,,,
696,-86.75,49.25,lat49.25lon-86.75,0.5-degree,,,,
697,-85.75,49.25,lat49.25lon-85.75,0.5-degree,,,,
698,-83.75,49.25,lat49.25lon-83.75,0.5-degree,,,,
699,-82.75,49.25,lat49.25lon-82.75,0.5-degree,,,,
700,-80.75,49.25,lat49.25lon-80.75,0.5-degree,,,,
701,-77.75,49.25,lat49.25lon-77.75,0.5-degree,,,,
702,-76.75,49.25,lat49.25lon-76.75,0.5-degree,,,,
703,-73.75,49.25,lat49.25lon-73.75,0.5-degree,,,,
704,-71.75,49.25,lat49.25lon-71.75,0.5-degree,,,,
705,-70.75,49.25,lat49.25lon-70.75,0.5-degree,,,,
706,-67.75,49.25,lat49.25lon-67.75,0.5-degree,,,,
707,-65.75,49.25,lat49.25lon-65.75,0.5-degree,,,,
708,-99.25,35.25,lat35.25lon-99.25,0.5-degree,,,,
709,-98.75,35.25,lat35.25lon-98.75,0.5-degree,,,,
710,-97.75,35.25,lat35.25lon-97.75,0.5-degree,,,,
711,-96.25,35.25,lat35.25lon-96.25,0.5-degree,,,,
712,-95.75,35.25,lat35.25lon-95.75,0.5-degree,,,,
713,-94.25,35.25,lat35.25lon-94.25,0.5-degree,,,,
714,-93.25,35.25,lat35.25lon-93.25,0.5-degree,,,,
715,-92.75,35.25,lat35.25lon-92.75,0.5-degree,,,,
716,-91.75,35.25,lat35.25lon-91.75,0.5-degree,,,,
717,-91.25,35.25,lat35.25lon-91.25,0.5-degree,,,,
718,-90.25,35.25,lat35.25lon-90.25,0.5-degree,,,,
719,-88.75,35.25,lat35.25lon-88.75,0.5-degree,,,,
720,-88.25,35.25,lat35.25lon-88.25,0.5-degree,,,,
721,-86.75,35.25,lat35.25lon-86.75,0.5-degree,,,,
722,-85.75,35.25,lat35.25lon-85.75,0.5-degree,,,,
723,-85.25,35.25,lat35.25lon-85.25,0.5-degree,,,,
724,-84.25,35.25,lat35.25lon-84.25,0.5-degree,,,,
725,-83.75,35.25,lat35.25lon-83.75,0.5-degree,,,,
726,-82.75,35.25,lat35.25lon-82.75,0.5-degree,,,,
727,-81.25,35.25,lat35.25lon-81.25,0.5-degree,,,,
728,-80.75,35.25,lat35.25lon-80.75,0.5-degree,,,,
729,-79.25,35.25,lat35.25lon-79.25,0.5-degree,,,,
730,-78.25,35.25,lat35.25lon-78.25,0.5-degree,,,,
731,-77.75,35.25,lat35.25lon-77.75,0.5-degree,,,,
732,-76.75,35.25,lat35.25lon-76.75,0.5-degree,,,,
733,-99.75,35.75,lat35.75lon-99.75,0.5-degree,,,,
734,-98.75,35.75,lat35.75lon-98.75,0.5-degree,,,,
735,-97.75,35.75,lat35.75lon-97.75,0.5-degree,,,,
736,-96.75,35.75,lat35.75lon-96.75,0.5-degree,,,,
737,-95.75,35.75,lat35.75lon-95.75,0.5-degree,,,,
738,-94.75,35.75,lat35.75lon-94.75,0.5-degree,,,,
739,-93.75,35.75,lat35.75lon-93.75,0.5-degree,,,,
740,-92.75,35.75,lat35.75lon-92.75,0.5-degree,,,,
741,-91.75,35.75,lat35.75lon-91.75,0.5-degree,,,,
742,-90.75,35.75,lat35.75lon-90.75,0.5-degree,,,,
743,-89.75,35.75,lat35.75lon-89.75,0.5-degree,,,,
744,-88.75,35.75,lat35.75lon-88.75,0.5-degree,,,,
745,-87.75,35.75,lat35.75lon-87.75,0.5-degree,,,,
746,-86.75,35.75,lat35.75lon-86.75,0.5-degree,,,,
747,-85.75,35.75,lat35.75lon-85.75,0.5-degree,,,,
748,-84.75,35.75,lat35.75lon-84.75,0.5-degree,,,,
749,-83.75,35.75,lat35.75lon-83.75,0.5-degree,,,,
750,-82.75,35.75,lat35.75lon-82.75,0.5-degree,,,,
751,-81.75,35.75,lat35.75lon-81.75,0.5-degree,,,,
752,-80.75,35.75,lat35.75lon-80.75,0.5-degree,,,,
753,-79.75,35.75,lat35.75lon-79.75,0.5-degree,,,,
754,-78.75,35.75,lat35.75lon-78.75,0.5-degree,,,,
755,-77.75,35.75,lat35.75lon-77.75,0.5-degree,,,,
756,-76.75,35.75,lat35.75lon-76.75,0.5-degree,,,,
757,-99.75,36.25,lat36.25lon-99.75,0.5-degree,,,,
758,-99.25,36.25,lat36.25lon-99.25,0.5-degree,,,,
759,-98.25,36.25,lat36.25lon-98.25,0.5-degree,,,,
760,-97.25,36.25,lat36.25lon-97.25,0.5-degree,,,,
761,-96.75,36.25,lat36.25lon-96.75,0.5-degree,,,,
762,-96.25,36.25,lat36.25lon-96.25,0.5-degree,,,,
763,-95.25,36.25,lat36.25lon-95.25,0.5-degree,,,,
764,-94.75,36.25,lat36.25lon-94.75,0.5-degree,,,,
765,-94.25,36.25,lat36.25lon-94.25,0.5-degree,,,,
766,-93.75,36.25,lat36.25lon-93.75,0.5-degree,,,,
767,-93.25,36.25,lat36.25lon-93.25,0.5-degree,,,,
768,-92.25,36.25,lat36.25lon-92.25,0.5-degree,,,,
769,-91.25,36.25,lat36.25lon-91.25,0.5-degree,,,,
770,-90.75,36.25,lat36.25lon-90.75,0.5-degree,,,,
771,-90.25,36.25,lat36.25lon-90.25,0.5-degree,,,,
772,-89.75,36.25,lat36.25lon-89.75,0.5-degree,,,,
773,-89.25,36.25,lat36.25lon-89.25,0.5-degree,,,,
774,-88.25,36.25,lat36.25lon-88.25,0.5-degree,,,,
775,-87.75,36.25,lat36.25lon-87.75,0.5-degree,,,,
776,-87.25,36.25,lat36.25lon-87.25,0.5-degree,,,,
777,-86.25,36.25,lat36.25lon-86.25,0.5-degree,,,,
778,-85.25,36.25,lat36.25lon-85.25,0.5-degree,,,,
779,-84.75,36.25,lat36.25lon-84.75,0.5-degree,,,,
780,-84.25,36.25,lat36.25lon-84.25,0.5-degree,,,,
781,-83.25,36.25,lat36.25lon-83.25,0.5-degree,,,,
782,-82.25,36.25,lat36.25lon-82.25,0.5-degree,,,,
783,-81.75,36.25,lat36.25lon-81.75,0.5-degree,,,,
784,-81.25,36.25,lat36.25lon-81.25,0.5-degree,,,,
785,-80.25,36.25,lat36.25lon-80.25,0.5-degree,,,,
786,-79.75,36.25,lat36.25lon-79.75,0.5-degree,,,,
787,-79.25,36.25,lat36.25lon-79.25,0.5-degree,,,,
788,-78.75,36.25,lat36.25lon-78.75,0.5-degree,,,,
789,-78.25,36.25,lat36.25lon-78.25,0.5-degree,,,,
790,-77.25,36.25,lat36.25lon-77.25,0.5-degree,,,,
791,-76.25,36.25,lat36.25lon-76.25,0.5-degree,,,,
792,-98.75,36.75,lat36.75lon-98.75,0.5-degree,,,,
793,-97.75,36.75,lat36.75lon-97.75,0.5-degree,,,,
794,-95.75,36.75,lat36.75lon-95.75,0.5-degree,,,,
